TransactionID,Branch,Product,Channel,IncomeBand,OfferType,FeeType,CustomerID,TransactionDate,TransactionValue,RevenueFee,NPSCategory
257,Bilbao,Mortgage,Mobile,High Income,Student,Credit Card Fees,6840,16/04/2023,8187,367,Detractor
258,Murcia,Credit Card,ATM,Middle Income,Student,Insurance Fees,3214,25/10/2023,4083,50,Passive
259,Bilbao,Checking Account,Branch,High Income,Student,Late Payment Fees,2671,15/06/2024,2031,335,Detractor
260,Zaragoza,Credit Card,Mobile,Low Income,Student,Insurance Fees,6643,22/05/2024,3251,467,Passive
261,Zaragoza,Savings Account,Online,High Income,Platinum,Credit Card Fees,8774,22/09/2024,5737,380,Passive
262,Madrid,Mortgage,ATM,Low Income,Business,Insurance Fees,5769,20/04/2023,2797,434,Promoter
263,Malaga,Checking Account,ATM,High Income,Others,Credit Card Fees,3552,17/12/2024,6313,267,Detractor
264,Barcelona,Loan,Branch,High Income,Student,Late Payment Fees,4515,13/01/2024,7676,280,Detractor
265,Valencia,Credit Card,ATM,Low Income,Business,Credit Card Fees,8949,17/12/2023,7535,136,Promoter
266,Bilbao,Savings Account,Branch,Middle Income,Platinum,Insurance Fees,5720,28/08/2023,1661,323,Detractor
267,Bilbao,Savings Account,Branch,Low Income,Platinum,Insurance Fees,4656,11/06/2023,5975,259,Detractor
268,Murcia,Savings Account,Branch,High Income,Student,Late Payment Fees,6471,05/07/2024,919,223,Passive
269,Malaga,Credit Card,ATM,Middle Income,Business,Insurance Fees,9310,28/04/2024,7422,72,Detractor
270,Zaragoza,Loan,Branch,Low Income,Business,Late Payment Fees,4845,29/04/2024,2471,26,Passive
271,Valencia,Checking Account,Mobile,Low Income,Others,Credit Card Fees,6669,07/05/2024,4531,39,Detractor
272,Madrid,Mortgage,Online,Middle Income,Platinum,Insurance Fees,4958,02/07/2023,8863,86,Passive
273,Zaragoza,Loan,Online,Middle Income,Others,Credit Card Fees,5132,26/12/2024,3853,277,Detractor
274,Malaga,Credit Card,ATM,Low Income,Student,Insurance Fees,5670,13/04/2024,5602,42,Detractor
275,Barcelona,Checking Account,Online,Low Income,Platinum,Insurance Fees,8383,10/01/2023,6463,78,Detractor
276,Madrid,Mortgage,Online,High Income,Platinum,Credit Card Fees,3359,28/07/2023,2492,133,Promoter
277,Barcelona,Checking Account,Mobile,Low Income,Others,Insurance Fees,7621,02/07/2024,2263,431,Passive
278,Murcia,Mortgage,Mobile,Middle Income,Business,Credit Card Fees,2378,21/09/2024,6405,405,Detractor
279,Murcia,Mortgage,Branch,Low Income,Student,Insurance Fees,4364,07/01/2024,6032,268,Passive
280,Bilbao,Savings Account,Mobile,Middle Income,Business,Late Payment Fees,1527,18/08/2024,4453,90,Passive
281,Barcelona,Credit Card,Mobile,High Income,Business,Credit Card Fees,8970,09/04/2024,4289,181,Promoter
282,Malaga,Loan,ATM,Middle Income,Business,Insurance Fees,7535,14/05/2024,9505,16,Detractor
283,Valencia,Savings Account,Mobile,Middle Income,Others,Late Payment Fees,5677,23/12/2024,542,48,Promoter
284,Madrid,Savings Account,Branch,Middle Income,Student,Late Payment Fees,6692,06/12/2024,1129,244,Passive
285,Zaragoza,Checking Account,ATM,Low Income,Business,Late Payment Fees,8834,31/08/2024,662,38,Detractor
286,Malaga,Mortgage,Online,Low Income,Others,Credit Card Fees,6072,12/10/2024,6879,472,Detractor
287,Malaga,Mortgage,Online,Low Income,Platinum,Late Payment Fees,3038,11/02/2024,7418,114,Passive
288,Murcia,Checking Account,Branch,Middle Income,Others,Credit Card Fees,9555,05/05/2023,1581,353,Passive
289,Barcelona,Credit Card,Branch,Low Income,Platinum,Insurance Fees,9783,19/07/2024,9463,68,Passive
290,Bilbao,Mortgage,Mobile,Low Income,Others,Credit Card Fees,7097,12/08/2024,8755,88,Promoter
291,Bilbao,Savings Account,ATM,Middle Income,Business,Insurance Fees,8080,24/08/2023,5737,183,Promoter
292,Madrid,Savings Account,ATM,Middle Income,Business,Late Payment Fees,3387,22/02/2024,5675,74,Passive
293,Murcia,Mortgage,ATM,Low Income,Others,Credit Card Fees,5697,04/02/2024,6507,271,Promoter
294,Malaga,Mortgage,Branch,Low Income,Platinum,Insurance Fees,5822,18/01/2024,4178,41,Detractor
295,Valencia,Credit Card,Online,Low Income,Business,Insurance Fees,6612,05/10/2023,5009,234,Promoter
296,Murcia,Mortgage,Mobile,High Income,Others,Credit Card Fees,4773,27/07/2023,1547,395,Detractor
297,Madrid,Credit Card,Online,Low Income,Student,Insurance Fees,2445,03/10/2024,479,216,Promoter
298,Madrid,Savings Account,ATM,Middle Income,Student,Late Payment Fees,7141,24/03/2023,6940,123,Passive
299,Murcia,Credit Card,Online,Low Income,Business,Insurance Fees,1506,21/01/2023,2679,194,Detractor
300,Madrid,Mortgage,Mobile,High Income,Platinum,Insurance Fees,9184,24/09/2024,2056,377,Detractor
301,Murcia,Loan,Mobile,High Income,Student,Late Payment Fees,4210,19/08/2023,936,79,Detractor
302,Zaragoza,Mortgage,Mobile,High Income,Platinum,Credit Card Fees,4262,22/04/2024,1229,37,Passive
303,Murcia,Loan,ATM,Low Income,Student,Late Payment Fees,7010,20/12/2024,2133,139,Detractor
304,Barcelona,Savings Account,Online,Middle Income,Business,Late Payment Fees,5427,03/03/2023,677,48,Promoter
305,Murcia,Checking Account,Branch,Middle Income,Business,Credit Card Fees,4857,09/02/2024,2760,333,Detractor
306,Madrid,Savings Account,ATM,Low Income,Others,Late Payment Fees,3821,09/04/2023,5438,221,Passive
307,Barcelona,Savings Account,Mobile,Low Income,Student,Credit Card Fees,1252,04/09/2023,6454,53,Promoter
308,Madrid,Savings Account,Branch,Low Income,Student,Credit Card Fees,1897,23/06/2024,2852,370,Detractor
309,Bilbao,Credit Card,ATM,Low Income,Student,Insurance Fees,1373,27/08/2024,8015,392,Detractor
310,Bilbao,Savings Account,Mobile,Middle Income,Others,Insurance Fees,4666,25/07/2024,8970,407,Promoter
311,Barcelona,Checking Account,Online,High Income,Business,Insurance Fees,8554,15/03/2024,9867,218,Detractor
312,Zaragoza,Mortgage,Branch,High Income,Platinum,Credit Card Fees,6688,13/09/2024,3215,118,Detractor
313,Bilbao,Loan,Mobile,Middle Income,Business,Credit Card Fees,4869,09/08/2023,6717,123,Passive
314,Murcia,Savings Account,Branch,Low Income,Platinum,Credit Card Fees,5204,24/05/2023,5734,266,Promoter
315,Madrid,Loan,Online,Low Income,Platinum,Late Payment Fees,6493,27/07/2024,8744,179,Passive
316,Bilbao,Savings Account,Branch,Middle Income,Business,Credit Card Fees,7086,14/12/2024,3470,128,Detractor
317,Bilbao,Credit Card,Online,Middle Income,Student,Late Payment Fees,6142,04/06/2023,304,162,Passive
318,Zaragoza,Loan,Mobile,High Income,Business,Credit Card Fees,3393,02/09/2024,8206,5,Passive
319,Barcelona,Savings Account,Branch,Middle Income,Student,Late Payment Fees,6671,08/08/2024,7521,109,Passive
320,Barcelona,Savings Account,Online,Low Income,Platinum,Credit Card Fees,1406,11/12/2024,427,190,Promoter
321,Malaga,Checking Account,Online,Middle Income,Others,Late Payment Fees,2812,20/04/2024,7473,211,Passive
322,Zaragoza,Checking Account,Mobile,Middle Income,Business,Insurance Fees,8162,05/12/2024,7641,496,Passive
323,Murcia,Checking Account,Mobile,Middle Income,Student,Insurance Fees,4694,22/02/2024,356,411,Passive
324,Barcelona,Credit Card,Mobile,Low Income,Student,Credit Card Fees,7306,18/09/2023,5440,464,Passive
325,Madrid,Loan,Branch,Low Income,Others,Insurance Fees,4629,29/09/2024,3822,488,Passive
326,Zaragoza,Credit Card,ATM,High Income,Business,Credit Card Fees,4455,08/11/2023,3256,429,Detractor
327,Bilbao,Mortgage,Mobile,Middle Income,Others,Insurance Fees,3029,22/12/2023,4350,274,Detractor
328,Madrid,Savings Account,Branch,Low Income,Student,Late Payment Fees,1128,19/09/2023,1997,281,Detractor
329,Madrid,Savings Account,Mobile,High Income,Platinum,Late Payment Fees,1613,05/08/2023,3660,184,Detractor
330,Bilbao,Savings Account,Branch,Low Income,Student,Late Payment Fees,5196,23/08/2023,6077,337,Promoter
331,Zaragoza,Checking Account,Online,High Income,Platinum,Insurance Fees,8596,28/04/2024,1228,423,Detractor
332,Bilbao,Savings Account,Online,Middle Income,Student,Late Payment Fees,7572,17/09/2024,5989,271,Detractor
333,Malaga,Checking Account,Online,High Income,Business,Credit Card Fees,9531,14/12/2023,9186,10,Passive
334,Madrid,Mortgage,ATM,Middle Income,Platinum,Credit Card Fees,3093,28/06/2024,1767,487,Detractor
335,Valencia,Credit Card,Branch,Middle Income,Business,Credit Card Fees,8250,20/08/2023,7227,174,Promoter
336,Valencia,Credit Card,ATM,Middle Income,Others,Credit Card Fees,4062,16/01/2024,3418,353,Detractor
337,Murcia,Credit Card,Mobile,Middle Income,Student,Late Payment Fees,3601,28/01/2023,6320,352,Detractor
338,Barcelona,Checking Account,Online,High Income,Student,Credit Card Fees,6174,09/04/2023,1920,344,Passive
339,Bilbao,Loan,Online,High Income,Others,Insurance Fees,7319,11/02/2024,704,269,Detractor
340,Bilbao,Loan,Online,Low Income,Platinum,Late Payment Fees,5767,30/08/2023,585,162,Detractor
341,Murcia,Mortgage,ATM,High Income,Student,Insurance Fees,2502,20/07/2024,418,73,Passive
342,Murcia,Loan,Mobile,Middle Income,Others,Credit Card Fees,1471,03/10/2024,6863,499,Detractor
343,Murcia,Mortgage,ATM,Low Income,Platinum,Late Payment Fees,5391,16/10/2023,4944,240,Detractor
344,Madrid,Savings Account,Online,High Income,Platinum,Credit Card Fees,9411,17/12/2023,6885,215,Passive
345,Malaga,Credit Card,ATM,Middle Income,Others,Credit Card Fees,2973,18/08/2024,3460,58,Promoter
346,Bilbao,Checking Account,Mobile,Low Income,Business,Insurance Fees,2812,06/10/2023,1266,348,Promoter
347,Madrid,Mortgage,Mobile,High Income,Others,Credit Card Fees,3181,18/08/2024,4740,486,Detractor
348,Murcia,Checking Account,Online,Low Income,Platinum,Credit Card Fees,9386,22/02/2024,8485,265,Detractor
349,Bilbao,Checking Account,ATM,High Income,Business,Late Payment Fees,4747,17/06/2024,5651,354,Promoter
350,Madrid,Credit Card,Online,High Income,Platinum,Late Payment Fees,7475,12/09/2023,7931,153,Passive
351,Malaga,Savings Account,Online,Low Income,Business,Insurance Fees,8885,08/06/2024,7506,242,Detractor
352,Madrid,Savings Account,Mobile,Low Income,Student,Insurance Fees,4428,10/10/2024,2781,449,Detractor
353,Malaga,Loan,Online,Low Income,Student,Credit Card Fees,7081,05/06/2024,295,228,Detractor
354,Murcia,Savings Account,Online,Middle Income,Student,Credit Card Fees,4495,30/12/2024,2522,139,Detractor
355,Malaga,Credit Card,Mobile,Middle Income,Others,Credit Card Fees,5749,19/11/2024,2702,399,Passive
356,Bilbao,Checking Account,ATM,Low Income,Platinum,Insurance Fees,6908,09/06/2023,3843,43,Passive
357,Murcia,Mortgage,ATM,High Income,Student,Credit Card Fees,5325,14/02/2024,3418,77,Promoter
358,Bilbao,Mortgage,ATM,Low Income,Business,Late Payment Fees,7292,28/07/2023,4809,175,Promoter
359,Valencia,Savings Account,Mobile,Middle Income,Business,Insurance Fees,1422,18/10/2024,7714,235,Detractor
360,Zaragoza,Loan,Online,Low Income,Student,Insurance Fees,6439,12/07/2023,1980,354,Promoter
361,Malaga,Mortgage,ATM,Low Income,Platinum,Late Payment Fees,2864,20/04/2024,4460,347,Detractor
362,Zaragoza,Loan,Mobile,Middle Income,Others,Late Payment Fees,6828,08/02/2024,8888,380,Detractor
363,Zaragoza,Mortgage,Branch,High Income,Student,Credit Card Fees,2959,09/03/2023,4160,218,Detractor
364,Malaga,Loan,ATM,High Income,Others,Insurance Fees,9729,22/12/2024,881,85,Promoter
365,Murcia,Loan,ATM,Middle Income,Business,Insurance Fees,2609,08/06/2024,3597,308,Promoter
366,Valencia,Checking Account,ATM,Middle Income,Others,Late Payment Fees,1470,30/11/2024,2354,424,Passive
367,Bilbao,Credit Card,Online,Low Income,Student,Insurance Fees,9591,10/06/2024,8644,182,Detractor
368,Madrid,Mortgage,Branch,High Income,Student,Insurance Fees,6402,26/05/2024,8768,343,Passive
369,Bilbao,Savings Account,Mobile,High Income,Others,Insurance Fees,5396,17/10/2024,3706,457,Detractor
370,Madrid,Credit Card,ATM,Middle Income,Business,Credit Card Fees,4783,29/04/2024,6179,401,Passive
371,Bilbao,Checking Account,ATM,High Income,Business,Late Payment Fees,6339,14/01/2023,2061,332,Detractor
372,Malaga,Checking Account,Mobile,Middle Income,Others,Credit Card Fees,6286,14/10/2024,2633,24,Detractor
373,Valencia,Checking Account,Mobile,High Income,Platinum,Insurance Fees,3048,28/02/2024,2983,315,Detractor
374,Madrid,Savings Account,Mobile,High Income,Business,Insurance Fees,7540,12/11/2024,6286,390,Detractor
375,Barcelona,Mortgage,Mobile,Middle Income,Business,Insurance Fees,5841,04/09/2024,8250,116,Detractor
376,Murcia,Mortgage,Branch,Low Income,Platinum,Insurance Fees,4799,25/07/2024,3250,44,Promoter
377,Bilbao,Loan,Mobile,Low Income,Others,Late Payment Fees,8150,18/05/2023,5360,418,Detractor
378,Bilbao,Loan,Online,High Income,Others,Credit Card Fees,7706,16/01/2023,3374,228,Passive
379,Madrid,Loan,Mobile,Low Income,Business,Credit Card Fees,8698,21/05/2023,6709,439,Passive
380,Murcia,Savings Account,ATM,High Income,Business,Insurance Fees,7705,07/06/2024,5941,286,Passive
381,Murcia,Credit Card,Online,Low Income,Others,Credit Card Fees,3763,01/12/2023,6779,310,Detractor
382,Malaga,Mortgage,ATM,Low Income,Platinum,Insurance Fees,7281,31/12/2024,3794,373,Passive
383,Barcelona,Loan,Online,High Income,Platinum,Late Payment Fees,8325,27/08/2024,5146,124,Passive
384,Malaga,Savings Account,Mobile,Low Income,Platinum,Late Payment Fees,1961,15/09/2023,5773,281,Promoter
385,Malaga,Savings Account,Online,Middle Income,Business,Credit Card Fees,9617,04/03/2024,9716,257,Detractor
386,Malaga,Loan,ATM,Low Income,Platinum,Credit Card Fees,7808,07/03/2023,8785,151,Detractor
387,Malaga,Checking Account,Branch,High Income,Platinum,Credit Card Fees,1151,24/09/2024,4246,122,Passive
388,Malaga,Checking Account,Online,Low Income,Platinum,Insurance Fees,8510,02/11/2023,6492,14,Passive
389,Valencia,Checking Account,Online,Middle Income,Student,Credit Card Fees,8931,24/11/2023,2166,178,Detractor
390,Murcia,Loan,Mobile,Middle Income,Business,Insurance Fees,3806,27/12/2024,7718,9,Promoter
391,Malaga,Savings Account,ATM,Low Income,Others,Credit Card Fees,1375,16/03/2023,951,133,Passive
392,Murcia,Savings Account,Branch,High Income,Others,Credit Card Fees,5378,29/06/2024,4769,482,Passive
393,Murcia,Mortgage,Online,Middle Income,Business,Insurance Fees,9411,20/08/2023,7274,269,Detractor
394,Zaragoza,Checking Account,ATM,Middle Income,Platinum,Late Payment Fees,4203,04/12/2023,8480,127,Detractor
395,Valencia,Loan,Online,High Income,Platinum,Insurance Fees,7549,20/03/2023,3588,38,Passive
396,Malaga,Mortgage,Branch,Middle Income,Platinum,Credit Card Fees,5201,19/03/2024,9418,428,Promoter
397,Bilbao,Savings Account,ATM,Middle Income,Others,Credit Card Fees,5534,23/08/2024,6918,461,Passive
398,Madrid,Mortgage,Branch,Middle Income,Student,Late Payment Fees,9201,29/09/2024,332,41,Promoter
399,Barcelona,Checking Account,ATM,High Income,Platinum,Insurance Fees,2720,04/06/2024,6407,23,Passive
400,Bilbao,Credit Card,ATM,Middle Income,Business,Credit Card Fees,6447,18/05/2023,2152,350,Promoter
401,Valencia,Checking Account,Mobile,High Income,Student,Late Payment Fees,7429,17/07/2023,6800,481,Promoter
402,Madrid,Checking Account,Mobile,Middle Income,Platinum,Credit Card Fees,1164,26/08/2023,4068,346,Detractor
403,Valencia,Loan,ATM,Middle Income,Others,Credit Card Fees,3649,11/08/2024,6163,293,Passive
404,Murcia,Credit Card,ATM,Middle Income,Business,Insurance Fees,8442,24/10/2023,5859,71,Passive
405,Madrid,Credit Card,Mobile,High Income,Others,Insurance Fees,9899,07/09/2023,1033,351,Detractor
406,Murcia,Credit Card,Online,Middle Income,Others,Insurance Fees,7646,02/12/2024,3998,252,Passive
407,Bilbao,Savings Account,ATM,Low Income,Platinum,Credit Card Fees,3052,21/01/2023,4020,163,Detractor
408,Bilbao,Mortgage,Branch,High Income,Platinum,Late Payment Fees,9158,23/03/2023,2294,158,Passive
409,Madrid,Savings Account,ATM,High Income,Others,Credit Card Fees,3520,02/01/2024,5538,361,Detractor
410,Madrid,Credit Card,Mobile,Low Income,Platinum,Insurance Fees,2715,07/03/2024,4922,298,Passive
411,Malaga,Loan,Online,Low Income,Student,Late Payment Fees,5438,27/12/2024,4999,98,Detractor
412,Valencia,Checking Account,ATM,Middle Income,Others,Insurance Fees,1104,26/02/2023,8295,82,Detractor
413,Malaga,Checking Account,ATM,High Income,Student,Credit Card Fees,3724,27/05/2024,7871,195,Passive
414,Valencia,Savings Account,ATM,High Income,Others,Late Payment Fees,6908,14/09/2023,4991,380,Passive
415,Malaga,Savings Account,ATM,Low Income,Student,Credit Card Fees,5273,14/02/2023,6486,42,Promoter
416,Murcia,Loan,Branch,Low Income,Student,Credit Card Fees,8603,27/05/2024,8542,206,Detractor
417,Madrid,Checking Account,Branch,Low Income,Business,Credit Card Fees,6890,04/10/2023,1730,40,Promoter
418,Bilbao,Savings Account,Branch,Low Income,Student,Late Payment Fees,6355,09/01/2023,5447,459,Passive
419,Valencia,Mortgage,Mobile,Middle Income,Others,Insurance Fees,2357,07/09/2024,4671,19,Passive
420,Valencia,Savings Account,Online,Low Income,Others,Credit Card Fees,8792,11/06/2023,3325,82,Passive
421,Bilbao,Savings Account,Branch,High Income,Business,Late Payment Fees,2981,24/01/2024,4023,111,Detractor
422,Malaga,Credit Card,Branch,Low Income,Student,Late Payment Fees,6137,08/04/2023,1039,120,Passive
423,Valencia,Mortgage,Branch,Middle Income,Platinum,Credit Card Fees,1576,29/12/2023,753,307,Detractor
424,Barcelona,Mortgage,Online,High Income,Student,Credit Card Fees,7120,09/11/2023,9561,39,Detractor
425,Murcia,Loan,ATM,Low Income,Business,Insurance Fees,9959,27/12/2023,5416,480,Passive
426,Madrid,Credit Card,Online,Middle Income,Student,Insurance Fees,2952,24/06/2023,355,320,Passive
427,Bilbao,Mortgage,Branch,High Income,Student,Insurance Fees,1318,08/02/2023,3630,218,Passive
428,Madrid,Credit Card,Online,Middle Income,Others,Credit Card Fees,5584,13/09/2023,731,166,Promoter
429,Barcelona,Credit Card,Branch,Low Income,Platinum,Credit Card Fees,2447,29/09/2024,865,96,Detractor
430,Valencia,Checking Account,Online,High Income,Student,Late Payment Fees,9060,30/06/2023,5869,120,Detractor
431,Valencia,Mortgage,ATM,High Income,Platinum,Insurance Fees,3482,11/10/2024,7987,205,Detractor
432,Barcelona,Checking Account,Online,High Income,Student,Credit Card Fees,2394,18/05/2024,6382,97,Passive
433,Bilbao,Savings Account,Online,Middle Income,Student,Insurance Fees,6621,17/07/2024,6901,33,Passive
434,Murcia,Savings Account,Branch,High Income,Student,Late Payment Fees,6104,20/10/2024,3466,188,Promoter
435,Zaragoza,Checking Account,ATM,Low Income,Others,Insurance Fees,7556,28/09/2024,5009,212,Detractor
436,Bilbao,Savings Account,Branch,Low Income,Platinum,Credit Card Fees,6847,17/03/2024,2389,281,Detractor
437,Zaragoza,Checking Account,Mobile,Middle Income,Business,Late Payment Fees,2993,04/01/2023,573,298,Detractor
438,Barcelona,Loan,Mobile,Middle Income,Platinum,Credit Card Fees,5692,20/10/2024,6788,175,Promoter
439,Malaga,Credit Card,Mobile,High Income,Business,Late Payment Fees,3944,10/07/2024,8524,187,Detractor
440,Zaragoza,Loan,Branch,Low Income,Business,Late Payment Fees,3234,11/03/2024,2612,264,Promoter
